"","APMC","Commodity","Type"
"4383","ahmednagar","mango","Multiplicative"
"4384","amarawati","mango","Multiplicative"
"4385","amarawati-fruit and vegetables","mango","Multiplicative"
"4386","mumbai-fruit market","mango","Multiplicative"
"4387","nashik","mango","Multiplicative"
"4388","nashik-devlali","mango","Multiplicative"
"4389","sangli-phale bhajipalam","mango","Multiplicative"
"4390","ahmednagar","mango(raw)","Multiplicative"
"4391","amarawati","mango(raw)","Multiplicative"
"4392","chandrapur-ganjwad","mango(raw)","Multiplicative"
"4393","nashik","mango(raw)","Multiplicative"
"4394","junnar-otur","mango(raw)","Multiplicative"
"4395","manchar","mango(raw)","Multiplicative"
"4396","pune-moshi","mango(raw)","Multiplicative"
"4397","ahmednagar","math (bhaji)","Multiplicative"
"4398","shrirampur","math (bhaji)","Multiplicative"
"4399","chalisgaon","math (bhaji)","Multiplicative"
"4400","chandvad","math (bhaji)","Multiplicative"
"4401","osmanabad","math (bhaji)","Multiplicative"
"4402","phaltan","math (bhaji)","Multiplicative"
"4403","rahuri-vambori","matki","Multiplicative"
"4404","kalvan","matki","Multiplicative"
"4405","nampur","matki","Multiplicative"
"4406","yeola","matki","Multiplicative"
"4407","satana","matki","Multiplicative"
"4408","indapur","matki","Multiplicative"
"4409","barshi-vairag","matki","Multiplicative"
"4410","rahuri","melon","Multiplicative"
"4411","amarawati","melon","Multiplicative"
"4412","amarawati-fruit and vegetables","melon","Multiplicative"
"4413","mumbai-fruit market","melon","Multiplicative"
"4414","ramtek","melon","Multiplicative"
"4415","nashik-devlali","melon","Multiplicative"
"4416","amarawati-fruit and vegetables","methi (bhaji)","Multiplicative"
"4417","navapur","methi (bhaji)","Multiplicative"
"4418","nashik-devlali","methi (bhaji)","Multiplicative"
"4419","manmad","methi (bhaji)","Multiplicative"
"4420","pune-moshi","methi (bhaji)","Multiplicative"
"4421","khed","methi (bhaji)","Multiplicative"
"4422","nashik-devlali","mint","Multiplicative"
"4423","pune-moshi","mint","Multiplicative"
"4424","rahuri","mosambi","Multiplicative"
"4425","amarawati-fruit and vegetables","mosambi","Multiplicative"
"4426","mumbai-fruit market","mosambi","Multiplicative"
"4427","sangamner","mustard","Multiplicative"
"4428","sillod-bharadi","mustard","Multiplicative"
"4429","lakhandur","mustard","Multiplicative"
"4430","bhandara","mustard","Multiplicative"
"4431","latur","mustard","Multiplicative"
"4432","bhiwapur","mustard","Multiplicative"
"4433","nanded","mustard","Multiplicative"
"4434","devala","mustard","Multiplicative"
"4435","indapur","mustard","Multiplicative"
"4436","amarawati","naspatti","Multiplicative"
"4437","amarawati-fruit and vegetables","naspatti","Multiplicative"
"4438","mumbai-fruit market","naspatti","Multiplicative"
"4439","sindkhed raja","neem-seed","Multiplicative"
"4440","pune-manjri","nolkol","Multiplicative"
"4441","shevgaon","onion","Multiplicative"
"4442","amarawati-fruit and vegetables","onion","Multiplicative"
"4443","paithan","onion","Multiplicative"
"4444","sakri","onion","Multiplicative"
"4445","chalisgaon","onion","Multiplicative"
"4446","amalner","onion","Multiplicative"
"4447","mumbai-onion and potato mkt","onion","Multiplicative"
"4448","nampur","onion","Multiplicative"
"4449","pune-moshi","onion","Multiplicative"
"4450","palus","onion","Multiplicative"
"4451","mangalwedha","onion","Multiplicative"
"4452","amarawati-fruit and vegetables","orange","Multiplicative"
"4453","chandrapur","orange","Multiplicative"
"4454","mumbai-fruit market","orange","Multiplicative"
"4455","lakhandur","oth.split pulses","Multiplicative"
"4456","ramtek","oth.split pulses","Multiplicative"
"4457","gondiya","other cereals","Multiplicative"
"4458","pachora","other cereals","Multiplicative"
"4459","mauda","other cereals","Multiplicative"
"4460","navapur","other cereals","Multiplicative"
"4461","khalapur(shil-phata)","other cereals","Multiplicative"
"4462","ulhasnagar","other cereals","Multiplicative"
"4463","pavani","other pulses","Multiplicative"
"4464","navapur","other pulses","Multiplicative"
"4465","khalapur(shil-phata)","other pulses","Multiplicative"
"4466","sillod","other spices","Multiplicative"
"4467","chandrapur-ganjwad","other vegetables","Multiplicative"
"4468","parshiwani","other vegetables","Multiplicative"
"4469","vai","other vegetables","Multiplicative"
"4470","ulhasnagar","other vegetables","Multiplicative"
"4471","bhandara","paddy-unhusked","Multiplicative"
"4472","varora","paddy-unhusked","Multiplicative"
"4473","sironcha","paddy-unhusked","Multiplicative"
"4474","sadak arjuni","paddy-unhusked","Multiplicative"
"4475","devri","paddy-unhusked","Multiplicative"
"4476","mauda","paddy-unhusked","Multiplicative"
"4477","kalvan","paddy-unhusked","Multiplicative"
"4478","kalamb (os)","paddy-unhusked","Multiplicative"
"4479","khalapur(shil-phata)","paddy-unhusked","Multiplicative"
"4480","kalyan","paddy-unhusked","Multiplicative"
"4481","palghar(bevur)","paddy-unhusked","Multiplicative"
"4482","rahata","papai","Multiplicative"
"4483","amarawati-fruit and vegetables","papai","Multiplicative"
"4484","chalisgaon","papai","Multiplicative"
"4485","mumbai-fruit market","papai","Multiplicative"
"4486","nashik-devlali","papai","Multiplicative"
"4487","palus","papai","Multiplicative"
"4488","pune-moshi","parwar","Multiplicative"
"4489","pune-pimpri","parwar","Multiplicative"
"4490","pune-moshi","pavtta","Multiplicative"
"4491","junnar-otur","pavtta","Multiplicative"
"4492","palus","pavtta","Multiplicative"
"4493","phaltan","pavtta","Multiplicative"
"4494","kamthi","pigen-pea (bhaji)","Multiplicative"
"4495","navapur","pigen-pea (bhaji)","Multiplicative"
"4496","karjat (a- nagar)","pigeon pea (tur)","Multiplicative"
"4497","dharni","pigeon pea (tur)","Multiplicative"
"4498","tiwasa","pigeon pea (tur)","Multiplicative"
"4499","varud","pigeon pea (tur)","Multiplicative"
"4500","pavani","pigeon pea (tur)","Multiplicative"
"4501","sindkhed raja","pigeon pea (tur)","Multiplicative"
"4502","pombhurni","pigeon pea (tur)","Multiplicative"
"4503","savali","pigeon pea (tur)","Multiplicative"
"4504","hingoli-kanegaon naka","pigeon pea (tur)","Multiplicative"
"4505","mauda","pigeon pea (tur)","Multiplicative"
"4506","mahur","pigeon pea (tur)","Multiplicative"
"4507","hanegaon","pigeon pea (tur)","Multiplicative"
"4508","akkalkuwa","pigeon pea (tur)","Multiplicative"
"4509","nampur","pigeon pea (tur)","Multiplicative"
"4510","lasalgaon-vinchur","pigeon pea (tur)","Multiplicative"
"4511","bori","pigeon pea (tur)","Multiplicative"
"4512","indapur (nimgaon ketki)","pigeon pea (tur)","Multiplicative"
"4513","washim-ansing","pigeon pea (tur)","Multiplicative"
"4514","mahagaon","pigeon pea (tur)","Multiplicative"
"4515","mumbai-fruit market","pineapple","Multiplicative"
"4516","mumbai-fruit market","pitch","Multiplicative"
"4517","amarawati-fruit and vegetables","pomegranate","Multiplicative"
"4518","mumbai-fruit market","pomegranate","Multiplicative"
"4519","nampur","pomegranate","Multiplicative"
"4520","osmanabad","pomegranate","Multiplicative"
"4521","barshi","pomegranate","Multiplicative"
"4522","junnar (alephata)","pomegranate","Multiplicative"
"4523","rahuri-songaon","potato","Multiplicative"
"4524","amarawati-fruit and vegetables","potato","Multiplicative"
"4525","lasur station","potato","Multiplicative"
"4526","dhule","potato","Multiplicative"
"4527","chalisgaon","potato","Multiplicative"
"4528","mumbai-onion and potato mkt","potato","Multiplicative"
"4529","sinner","potato","Multiplicative"
"4530","pune-moshi","potato","Multiplicative"
"4531","ratanagari","potato","Multiplicative"
"4532","vita","potato","Multiplicative"
"4533","phaltan","potato","Multiplicative"
"4534","amarawati-fruit and vegetables","pumpkin","Multiplicative"
"4535","chandrapur","pumpkin","Multiplicative"
"4536","chakur","punvad","Multiplicative"
"4537","nashik-devlali","raddish","Multiplicative"
"4538","pune-pimpri","raddish","Multiplicative"
"4539","pune-moshi","raddish","Multiplicative"
"4540","pune","raddish","Multiplicative"
"4541","kalyan","raddish","Multiplicative"
"4542","pune","rajgira","Multiplicative"
"4543","sangamner","rice(paddy-hus)","Multiplicative"
"4544","akola","rice(paddy-hus)","Multiplicative"
"4545","sakri","rice(paddy-hus)","Multiplicative"
"4546","sironcha","rice(paddy-hus)","Multiplicative"
"4547","gondiya","rice(paddy-hus)","Multiplicative"
"4548","raver","rice(paddy-hus)","Multiplicative"
"4549","lasalgaon-vinchur","rice(paddy-hus)","Multiplicative"
"4550","umarga","rice(paddy-hus)","Multiplicative"
"4551","baramati","rice(paddy-hus)","Multiplicative"
"4552","indapur (nimgaon ketki)","rice(paddy-hus)","Multiplicative"
"4553","khalapur(shil-phata)","rice(paddy-hus)","Multiplicative"
"4554","panvel","rice(paddy-hus)","Multiplicative"
"4555","aurangabad","ridge gourd","Multiplicative"
"4556","aurad shahajani","safflower","Multiplicative"
"4557","naigaon","safflower","Multiplicative"
"4558","nanded","safflower","Multiplicative"
"4559","sinner","safflower","Multiplicative"
"4560","osmanabad","safflower","Multiplicative"
"4561","manwat","safflower","Multiplicative"
"4562","pathari","safflower","Multiplicative"
"4563","bori","safflower","Multiplicative"
"4564","indapur","safflower","Multiplicative"
"4565","morshi","sesamum","Multiplicative"
"4566","sangrampur-varvatbakal","sesamum","Multiplicative"
"4567","chikhali","sesamum","Multiplicative"
"4568","chalisgaon","sesamum","Multiplicative"
"4569","yawal","sesamum","Multiplicative"
"4570","umared","sesamum","Multiplicative"
"4571","nanded","sesamum","Multiplicative"
"4572","malegaon","sesamum","Multiplicative"
"4573","akkolkot","sesamum","Multiplicative"
"4574","wardha","sesamum","Multiplicative"
"4575","washim","sesamum","Multiplicative"
"4576","sakri","sheep","Multiplicative"
"4577","nashik-devlali","shepu","Multiplicative"
"4578","osmanabad","shepu","Multiplicative"
"4579","khed-chakan","shepu","Multiplicative"
"4580","junnar (narayangaon)","shepu","Multiplicative"
"4581","pune-moshi","shepu","Multiplicative"
"4582","khed","shepu","Multiplicative"
"4583","vai","shepu","Multiplicative"
"4584","kalyan","shepu","Multiplicative"
"4585","junnar-otur","shevga","Multiplicative"
"4586","pune-moshi","shevga","Multiplicative"
"4587","pune-manjri","shevga","Multiplicative"
"4588","akluj","skin & bones","Multiplicative"
"4589","ramtek","small gourd","Multiplicative"
"4590","pune-moshi","small gourd","Multiplicative"
"4591","vai","small gourd","Multiplicative"
"4592","barshi","small gourd","Multiplicative"
"4593","chandrapur","snake gourd","Multiplicative"
"4594","kolhapur-malkapur","snake gourd","Multiplicative"
"4595","pune-moshi","snake gourd","Multiplicative"
"4596","pune-pimpri","snake gourd","Multiplicative"
"4597","karjat (a- nagar)","sorgum(jawar)","Multiplicative"
"4598","nandgaon khandeshwar","sorgum(jawar)","Multiplicative"
"4599","deulgaon raja","sorgum(jawar)","Multiplicative"
"4600","buldhana-dhad","sorgum(jawar)","Multiplicative"
"4601","dharangaon","sorgum(jawar)","Multiplicative"
"4602","jalgaon-masawat","sorgum(jawar)","Multiplicative"
"4603","raver-sawada","sorgum(jawar)","Multiplicative"
"4604","chakur","sorgum(jawar)","Multiplicative"
"4605","manmad","sorgum(jawar)","Multiplicative"
"4606","nampur","sorgum(jawar)","Multiplicative"
"4607","kalvan","sorgum(jawar)","Multiplicative"
"4608","bori","sorgum(jawar)","Multiplicative"
"4609","pune","sorgum(jawar)","Multiplicative"
"4610","vai","sorgum(jawar)","Multiplicative"
"4611","ulhasnagar","sorgum(jawar)","Multiplicative"
"4612","sindi (selu)","sorgum(jawar)","Multiplicative"
"4613","manora","sorgum(jawar)","Multiplicative"
"4614","washim-ansing","sorgum(jawar)","Multiplicative"
"4615","shirala","sorgum(jawar)","Multiplicative"
"4616","vadvani","sorgum(jawar)","Multiplicative"
"4617","shrigonda","soybean","Multiplicative"
"4618","lakhandur","soybean","Multiplicative"
"4619","tumsar","soybean","Multiplicative"
"4620","basmat (kurunda)","soybean","Multiplicative"
"4621","hingoli-kanegaon naka","soybean","Multiplicative"
"4622","mauda","soybean","Multiplicative"
"4623","narkhed","soybean","Multiplicative"
"4624","biloli","soybean","Multiplicative"
"4625","kuntur","soybean","Multiplicative"
"4626","hanegaon","soybean","Multiplicative"
"4627","nampur","soybean","Multiplicative"
"4628","bhoom","soybean","Multiplicative"
"4629","bori","soybean","Multiplicative"
"4630","indapur (nimgaon ketki)","soybean","Multiplicative"
"4631","ashti (wardha)","soybean","Multiplicative"
"4632","washim-ansing","soybean","Multiplicative"
"4633","varud","soybean","Multiplicative"
"4634","tiwasa","soybean","Multiplicative"
"4635","shevgaon-bodhegaon","soybean","Multiplicative"
"4636","shrirampur","spinach","Multiplicative"
"4637","amarawati-fruit and vegetables","spinach","Multiplicative"
"4638","dhule","spinach","Multiplicative"
"4639","nashik-devlali","spinach","Multiplicative"
"4640","khed-chakan","spinach","Multiplicative"
"4641","pune-moshi","spinach","Multiplicative"
"4642","phaltan","spinach","Multiplicative"
"4643","ahmednagar","squash gourd","Multiplicative"
"4644","shrirampur","squash gourd","Multiplicative"
"4645","aurangabad","squash gourd","Multiplicative"
"4646","chandrapur","squash gourd","Multiplicative"
"4647","kolhapur-malkapur","squash gourd","Multiplicative"
"4648","kamthi","squash gourd","Multiplicative"
"4649","ghoti","squash gourd","Multiplicative"
"4650","osmanabad","squash gourd","Multiplicative"
"4651","khed-chakan","squash gourd","Multiplicative"
"4652","pune-manjri","squash gourd","Multiplicative"
"4653","junnar-otur","squash gourd","Multiplicative"
"4654","pune-moshi","squash gourd","Multiplicative"
"4655","palus","squash gourd","Multiplicative"
"4656","patan","squash gourd","Multiplicative"
"4657","shrigonda","sunflower","Multiplicative"
"4658","balapur","sunflower","Multiplicative"
"4659","kej","sunflower","Multiplicative"
"4660","lonar","sunflower","Multiplicative"
"4661","mandhal","sunflower","Multiplicative"
"4662","nampur","sunflower","Multiplicative"
"4663","osmanabad","sunflower","Multiplicative"
"4664","indapur (nimgaon ketki)","sunflower","Multiplicative"
"4665","chakur","sunflower","Multiplicative"
"4666","shirur","sunflower","Multiplicative"
"4667","kolhapur-malkapur","sweet potato","Multiplicative"
"4668","nashik","sweet potato","Multiplicative"
"4669","khed-chakan","sweet potato","Multiplicative"
"4670","manchar","sweet potato","Multiplicative"
"4671","pune-moshi","sweet potato","Multiplicative"
"4672","vaijapur","tag","Multiplicative"
"4673","shrigonda","tamarind","Multiplicative"
"4674","kej","tamarind","Multiplicative"
"4675","gondiya","tamarind","Multiplicative"
"4676","ambad(vadi godri)","tamarind","Multiplicative"
"4677","latur","tamarind","Multiplicative"
"4678","nandgaon","tamarind","Multiplicative"
"4679","indapur","tamarind","Multiplicative"
"4680","kej","tamarind seed","Multiplicative"
"4681","latur","tamarind seed","Multiplicative"
"4682","nashik-devlali","tandulja","Multiplicative"
"4683","vaijapur","thymol/lovage","Multiplicative"
