"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","outlier"
"22703","kolhapur-laxmipuri","sorgum(jawar)",2016,"October",735,2030,4000,2585,"2016-10","Kolhapur","Maharashtra",TRUE
"22815","umared","sorgum(jawar)",2016,"October",5,2500,2500,2500,"2016-10","Nagpur","Maharashtra",TRUE
"22996","tuljapur","sorgum(jawar)",2016,"February",20,2638,2638,2638,"2016-02","Osmanabad","Maharashtra",TRUE
"23120","pune","sorgum(jawar)",2016,"April",5590,2541,2856,2759,"2016-04","Pune","Maharashtra",TRUE
"23128","pune","sorgum(jawar)",2016,"August",10304,2876,3128,3039,"2016-08","Pune","Maharashtra",TRUE
"231361","pune","sorgum(jawar)",2016,"February",13135,2390,2710,2618,"2016-02","Pune","Maharashtra",TRUE
"23137","pune-pimpri","sorgum(jawar)",2016,"February",581,2500,2750,2675,"2016-02","Pune","Maharashtra",TRUE
"23145","pune","sorgum(jawar)",2016,"January",6992,2285,2724,2620,"2016-01","Pune","Maharashtra",TRUE
"23146","pune-pimpri","sorgum(jawar)",2016,"January",3783,2404,2829,2690,"2016-01","Pune","Maharashtra",TRUE
"23153","pune","sorgum(jawar)",2016,"July",9742,2628,2988,2878,"2016-07","Pune","Maharashtra",TRUE
"23155","talegaon dabhade","sorgum(jawar)",2016,"July",4,786,786,786,"2016-07","Pune","Maharashtra",TRUE
"23170","pune","sorgum(jawar)",2016,"March",13391,2561,2844,2769,"2016-03","Pune","Maharashtra",TRUE
"231861","pune","sorgum(jawar)",2016,"October",12183,2513,2858,2734,"2016-10","Pune","Maharashtra",TRUE
"23194","pune","sorgum(jawar)",2016,"September",9181,2602,2924,2781,"2016-09","Pune","Maharashtra",TRUE
"232251","vai","sorgum(jawar)",2016,"April",41,500,600,570,"2016-04","Satara","Maharashtra",TRUE
"23283","dudhani","sorgum(jawar)",2016,"February",609,2434,2723,2622,"2016-02","Solapur","Maharashtra",TRUE
"23284","karmala","sorgum(jawar)",2016,"February",16090,1664,3287,2540,"2016-02","Solapur","Maharashtra",TRUE
"23365","ulhasnagar","sorgum(jawar)",2016,"August",1085,2991,4000,3518,"2016-08","Thane","Maharashtra",TRUE
"23369","ulhasnagar","sorgum(jawar)",2016,"January",1679,2032,2984,2508,"2016-01","Thane","Maharashtra",TRUE
"23371","ulhasnagar","sorgum(jawar)",2016,"July",1270,2656,3964,3464,"2016-07","Thane","Maharashtra",TRUE
"23372","kalyan","sorgum(jawar)",2016,"June",3,2100,2600,2500,"2016-06","Thane","Maharashtra",TRUE
"23373","ulhasnagar","sorgum(jawar)",2016,"June",1105,2560,3867,3333,"2016-06","Thane","Maharashtra",TRUE
"23380","ulhasnagar","sorgum(jawar)",2016,"September",1170,2442,3367,2942,"2016-09","Thane","Maharashtra",TRUE
"23474","murum","sorgum(jawar)",2016,"November",1,2600,2600,2600,"2016-11","Osmanabad","Maharashtra",TRUE
"23521","sangali","sorgum(jawar)",2016,"November",14301,1943,2873,2509,"2016-11","Sangli","Maharashtra",TRUE
"23528","solapur","sorgum(jawar)",2016,"November",720,2335,2687,2527,"2016-11","Solapur","Maharashtra",TRUE
"23600","nampur","sorgum(jawar)",2016,"November",1,3150,3150,3150,"2016-11","Nasik","Maharashtra",TRUE
"23601","kolhapur-laxmipuri","sorgum(jawar)",2016,"November",1464,2372,4044,3140,"2016-11","Kolhapur","Maharashtra",TRUE
"23606","pune","sorgum(jawar)",2016,"November",13870,2804,3072,2973,"2016-11","Pune","Maharashtra",TRUE
"23622","devala","soup berries",2016,"March",1,400,400,400,"2016-03","Nasik","Maharashtra",TRUE
"23693","shevgaon-bodhegaon","soybean",2016,"October",33,1933,2067,2067,"2016-10","Ahmadnagar","Maharashtra",TRUE
"23857","varud","soybean",2016,"October",6107,22,100,100,"2016-10","Amaravathi","Maharashtra",TRUE
"23866","dharni","soybean",2016,"September",50,7700,7800,7750,"2016-09","Amaravathi","Maharashtra",TRUE
"23984","kada","soybean",2016,"October",464,1729,2593,2150,"2016-10","Beed","Maharashtra",TRUE
"24194","dondaicha-sindkheda","soybean",2016,"May",2,2001,2001,2001,"2016-05","Dhule","Maharashtra",TRUE
"24348","ambad(vadi godri)","soybean",2016,"October",3663,1897,2584,2170,"2016-10","Jalna","Maharashtra",TRUE
"24575","hanegaon","soybean",2016,"October",14,1505,1945,1855,"2016-10","Nanded","Maharashtra",TRUE
"24865","kurdwadi","soybean",2016,"October",44,1690,2000,1845,"2016-10","Solapur","Maharashtra",TRUE
"25226","kurdwadi","soybean",2016,"November",9,1800,2300,2050,"2016-11","Solapur","Maharashtra",TRUE
"25275","yawal","soybean",2016,"November",193,1800,2679,2200,"2016-11","Jalgaon","Maharashtra",TRUE
"25402","kolhapur","spinach",2016,"June",29,2013,5425,3325,"2016-06","Kolhapur","Maharashtra",TRUE
"25404","kolhapur","spinach",2016,"October",19,3267,4667,3733,"2016-10","Kolhapur","Maharashtra",TRUE
"25536","mumbai","split black gram",2016,"October",21267,9826,10852,10339,"2016-10","Mumbai","Maharashtra",TRUE
"25539","mumbai","split black gram",2016,"November",19579,9228,10176,9702,"2016-11","Mumbai","Maharashtra",TRUE
"25631","nashik","squash gourd",2016,"June",1907,6127,10115,8086,"2016-06","Nasik","Maharashtra",TRUE
"25749","mumbai","sugar",2016,"January",94763,3081,3304,3191,"2016-01","Mumbai","Maharashtra",TRUE
"25757","sillod","sugarcane",2016,"April",3,2800,3000,3000,"2016-04","Aurangabad","Maharashtra",TRUE
"25766","ulhasnagar","sugarcane",2016,"November",170,200,500,350,"2016-11","Thane","Maharashtra",TRUE
"25774","akola","sunflower",2016,"April",92,4177,4660,4418,"2016-04","Akola","Maharashtra",TRUE
"25780","akola","sunflower",2016,"March",53,5487,5487,5487,"2016-03","Akola","Maharashtra",TRUE
"25784","amarawati","sunflower",2016,"October",1439,5500,5875,5688,"2016-10","Amaravathi","Maharashtra",TRUE
"25787","sillod","sunflower",2016,"June",5,1900,2200,2000,"2016-06","Aurangabad","Maharashtra",TRUE
"25814","dondaicha-sindkheda","sunflower",2016,"April",5,4300,4300,4300,"2016-04","Dhule","Maharashtra",TRUE
"25816","shirpur","sunflower",2016,"March",4,1851,1851,1851,"2016-03","Dhule","Maharashtra",TRUE
"25817","sakri","sunflower",2016,"May",1,4444,4444,4444,"2016-05","Dhule","Maharashtra",TRUE
"25864","nandurbar","sunflower",2016,"April",678,3633,5565,4696,"2016-04","Nandurbar","Maharashtra",TRUE
"25865","nandurbar","sunflower",2016,"February",294,4148,4904,4534,"2016-02","Nandurbar","Maharashtra",TRUE
"25866","nandurbar","sunflower",2016,"January",445,4396,5184,4692,"2016-01","Nandurbar","Maharashtra",TRUE
"25932","pusad","sunflower",2016,"August",1,4805,4805,4805,"2016-08","Yewatmal","Maharashtra",TRUE
"25936","amarawati","sunflower",2016,"November",15,4870,5609,5239,"2016-11","Amaravathi","Maharashtra",TRUE
"25945","sakri","sunflower",2016,"November",6,1800,2350,2000,"2016-11","Dhule","Maharashtra",TRUE
"25948","lasalgaon","sunflower",2016,"November",3,3201,5851,4751,"2016-11","Nasik","Maharashtra",TRUE
"25949","lasalgaon-niphad","sunflower",2016,"November",1,5701,5701,5701,"2016-11","Nasik","Maharashtra",TRUE
"25962","rahata","sweet potato",2016,"September",10,3500,4000,3700,"2016-09","Ahmadnagar","Maharashtra",TRUE
"25988","nashik","sweet potato",2016,"September",140,4000,5400,5000,"2016-09","Nasik","Maharashtra",TRUE
"26139","ahmednagar","tamarind seed",2016,"August",1,1100,1100,1100,"2016-08","Ahmadnagar","Maharashtra",TRUE
"26142","achalpur","tamarind seed",2016,"May",2,2250,2250,2250,"2016-05","Amaravathi","Maharashtra",TRUE
"26147","ahmedpur","tamarind seed",2016,"February",2,1500,1500,1500,"2016-02","Latur","Maharashtra",TRUE
"26150","ahmedpur","tamarind seed",2016,"January",1,500,500,500,"2016-01","Latur","Maharashtra",TRUE
"26194","nandurbar","thymol/lovage",2016,"March",1,17700,17700,17700,"2016-03","Nandurbar","Maharashtra",TRUE
"26214","shrirampur","tomato",2016,"July",442,2972,3583,3278,"2016-07","Ahmadnagar","Maharashtra",TRUE
"26215","ahmednagar","tomato",2016,"June",965,995,5600,3275,"2016-06","Ahmadnagar","Maharashtra",TRUE
"26216","rahata","tomato",2016,"June",197,2085,4512,3308,"2016-06","Ahmadnagar","Maharashtra",TRUE
"26219","sangamner","tomato",2016,"June",208575,1238,4260,3357,"2016-06","Ahmadnagar","Maharashtra",TRUE
"26220","shrirampur","tomato",2016,"June",736,3320,4080,3706,"2016-06","Ahmadnagar","Maharashtra",TRUE
"26233","shrigonda","tomato",2016,"October",73,3450,4000,3950,"2016-10","Ahmadnagar","Maharashtra",TRUE
"26250","amarawati","tomato",2016,"June",314,3082,3486,3284,"2016-06","Amaravathi","Maharashtra",TRUE
"26265","aurangabad","tomato",2016,"June",1818,3556,5528,4542,"2016-06","Aurangabad","Maharashtra",TRUE
"26289","jalgaon","tomato",2016,"July",582,2663,4258,3404,"2016-07","Jalgaon","Maharashtra",TRUE
"26290","jalgaon","tomato",2016,"June",531,3385,5385,4312,"2016-06","Jalgaon","Maharashtra",TRUE
"26313","vadgaon peth","tomato",2016,"June",182,1800,6706,3329,"2016-06","Kolhapur","Maharashtra",TRUE
"26331","mumbai","tomato",2016,"June",58506,3435,3960,3692,"2016-06","Mumbai","Maharashtra",TRUE
"26357","kalmeshwar","tomato",2016,"June",90,3129,3442,3335,"2016-06","Nagpur","Maharashtra",TRUE
"26408","nashik","tomato",2016,"June",10587,2746,5743,3794,"2016-06","Nasik","Maharashtra",TRUE
"26429","osmanabad","tomato",2016,"June",909,2271,5037,3640,"2016-06","Osmanabad","Maharashtra",TRUE
"26459","pune-pimpri","tomato",2016,"July",224,2576,3983,3492,"2016-07","Pune","Maharashtra",TRUE
"26460","junnar (narayangaon)","tomato",2016,"June",295154,3260,4735,4515,"2016-06","Pune","Maharashtra",TRUE
"26461","khed-chakan","tomato",2016,"June",2106,4192,5173,4683,"2016-06","Pune","Maharashtra",TRUE
"26462","pune","tomato",2016,"June",27780,1856,4716,4384,"2016-06","Pune","Maharashtra",TRUE
"26464","pune-moshi","tomato",2016,"June",655,2203,4800,3501,"2016-06","Pune","Maharashtra",TRUE
"26465","pune-pimpri","tomato",2016,"June",560,2970,5257,4373,"2016-06","Pune","Maharashtra",TRUE
"26495","ratanagari","tomato",2016,"June",2794,2895,4721,3847,"2016-06","Ratnagiri","Maharashtra",TRUE
"26509","palus","tomato",2016,"June",4521,2168,4460,3783,"2016-06","Sangli","Maharashtra",TRUE
"26540","karad","tomato",2016,"June",435,3281,3981,3981,"2016-06","Satara","Maharashtra",TRUE
"26541","patan","tomato",2016,"June",1551,3737,4497,4114,"2016-06","Satara","Maharashtra",TRUE
"26542","satara","tomato",2016,"June",1087,3531,4392,3962,"2016-06","Satara","Maharashtra",TRUE
"26543","vai","tomato",2016,"June",1179,2970,3835,3632,"2016-06","Satara","Maharashtra",TRUE
"26582","akluj","tomato",2016,"July",258,2575,4280,4280,"2016-07","Solapur","Maharashtra",TRUE
"26587","akluj","tomato",2016,"June",223,3000,4857,4857,"2016-06","Solapur","Maharashtra",TRUE
"26614","murbad","tomato",2016,"August",172,2950,3783,3300,"2016-08","Thane","Maharashtra",TRUE
"26621","kalyan","tomato",2016,"July",63,3410,3938,3607,"2016-07","Thane","Maharashtra",TRUE
"26622","murbad","tomato",2016,"July",98,5610,7600,7060,"2016-07","Thane","Maharashtra",TRUE
"26623","kalyan","tomato",2016,"June",60,4530,5010,4790,"2016-06","Thane","Maharashtra",TRUE
"26624","murbad","tomato",2016,"June",77,5375,6350,5875,"2016-06","Thane","Maharashtra",TRUE
"26775","pune","turmeric",2016,"April",15,11750,13500,12900,"2016-04","Pune","Maharashtra",TRUE
"26776","pune","turmeric",2016,"August",66,12163,14975,13719,"2016-08","Pune","Maharashtra",TRUE
"26777","pune","turmeric",2016,"February",229,12821,15071,14329,"2016-02","Pune","Maharashtra",TRUE
"26778","pune-pimpri","turmeric",2016,"February",7,11000,13500,12500,"2016-02","Pune","Maharashtra",TRUE
"26779","pune","turmeric",2016,"January",105,10556,12167,11728,"2016-01","Pune","Maharashtra",TRUE
"26780","pune-pimpri","turmeric",2016,"January",32,11143,13286,12614,"2016-01","Pune","Maharashtra",TRUE
"26781","pune","turmeric",2016,"July",13,11643,13500,12943,"2016-07","Pune","Maharashtra",TRUE
"26782","pune","turmeric",2016,"June",36,11818,13955,13391,"2016-06","Pune","Maharashtra",TRUE
"26783","pune","turmeric",2016,"March",172,11650,13400,12960,"2016-03","Pune","Maharashtra",TRUE
"26784","pune","turmeric",2016,"May",50,11808,14000,13254,"2016-05","Pune","Maharashtra",TRUE
"26785","pune","turmeric",2016,"October",70,12170,14220,13275,"2016-10","Pune","Maharashtra",TRUE
"26786","pune","turmeric",2016,"September",29,10633,13100,11850,"2016-09","Pune","Maharashtra",TRUE
"26789","sangali","turmeric",2016,"February",137063,9074,14487,10922,"2016-02","Sangli","Maharashtra",TRUE
"26834","pune","turmeric",2016,"November",24,14000,15875,15150,"2016-11","Pune","Maharashtra",TRUE
"26913","nashik","wal papdi",2016,"June",1283,7441,10286,8659,"2016-06","Nasik","Maharashtra",TRUE
"26915","nashik","wal papdi",2016,"May",3121,5696,7919,6756,"2016-05","Nasik","Maharashtra",TRUE
"26931","junnar-otur","wal papdi",2016,"June",4,4000,7500,7300,"2016-06","Pune","Maharashtra",TRUE
"26985","junnar-otur","walvad",2016,"July",34,3000,6843,6629,"2016-07","Pune","Maharashtra",TRUE
"26991","junnar-otur","walvad",2016,"June",17,2750,8100,7517,"2016-06","Pune","Maharashtra",TRUE
"27148","jamkhed","wheat(husked)",2016,"January",85,2248,2400,2324,"2016-01","Ahmadnagar","Maharashtra",TRUE
"27203","ahmednagar","wheat(husked)",2016,"May",670,2552,2969,2824,"2016-05","Ahmadnagar","Maharashtra",TRUE
"27250","murtizapur","wheat(husked)",2016,"April",1930,2533,2705,2631,"2016-04","Akola","Maharashtra",TRUE
"27253","akola","wheat(husked)",2016,"August",936,1991,2734,2368,"2016-08","Akola","Maharashtra",TRUE
"27271","akola","wheat(husked)",2016,"July",656,2083,2594,2338,"2016-07","Akola","Maharashtra",TRUE
"27487","kille dharur","wheat(husked)",2016,"August",42,2106,2477,2330,"2016-08","Beed","Maharashtra",TRUE
"27499","kada (ashti)","wheat(husked)",2016,"January",2,2500,2500,2500,"2016-01","Beed","Maharashtra",TRUE
"27508","kille dharur","wheat(husked)",2016,"July",42,2110,2556,2440,"2016-07","Beed","Maharashtra",TRUE
"27514","kej","wheat(husked)",2016,"June",4,2363,2488,2363,"2016-06","Beed","Maharashtra",TRUE
"27518","ambejogai","wheat(husked)",2016,"March",1,2810,2810,2810,"2016-03","Beed","Maharashtra",TRUE
"27523","kille dharur","wheat(husked)",2016,"March",66,2419,3083,2721,"2016-03","Beed","Maharashtra",TRUE
"27732","hingoli","wheat(husked)",2016,"April",208,2385,2385,2385,"2016-04","Hingoli","Maharashtra",TRUE
"27752","hingoli","wheat(husked)",2016,"March",545,2342,2342,2342,"2016-03","Hingoli","Maharashtra",TRUE
"27757","hingoli","wheat(husked)",2016,"May",220,2325,2325,2325,"2016-05","Hingoli","Maharashtra",TRUE
"27931","kolhapur-laxmipuri","wheat(husked)",2016,"April",6260,2325,2998,2750,"2016-04","Kolhapur","Maharashtra",TRUE
"27932","kolhapur-laxmipuri","wheat(husked)",2016,"August",2275,2192,3154,2563,"2016-08","Kolhapur","Maharashtra",TRUE
"27933","kolhapur-laxmipuri","wheat(husked)",2016,"February",5790,2400,2946,2760,"2016-02","Kolhapur","Maharashtra",TRUE
"27934","kolhapur-laxmipuri","wheat(husked)",2016,"January",5610,2342,2788,2700,"2016-01","Kolhapur","Maharashtra",TRUE
"27935","kolhapur-laxmipuri","wheat(husked)",2016,"July",2175,2241,3061,2609,"2016-07","Kolhapur","Maharashtra",TRUE
"27936","kolhapur-laxmipuri","wheat(husked)",2016,"June",3120,2340,2921,2719,"2016-06","Kolhapur","Maharashtra",TRUE
"27937","kolhapur-laxmipuri","wheat(husked)",2016,"March",6640,2277,2877,2750,"2016-03","Kolhapur","Maharashtra",TRUE
"27938","kolhapur-laxmipuri","wheat(husked)",2016,"May",6280,2300,2896,2737,"2016-05","Kolhapur","Maharashtra",TRUE
"27939","kolhapur-laxmipuri","wheat(husked)",2016,"October",1930,1900,3288,2570,"2016-10","Kolhapur","Maharashtra",TRUE
"27940","kolhapur-laxmipuri","wheat(husked)",2016,"September",2250,1823,3286,2600,"2016-09","Kolhapur","Maharashtra",TRUE
"27942","ausa","wheat(husked)",2016,"April",87,1834,2802,2557,"2016-04","Latur","Maharashtra",TRUE
"27944","latur-murud","wheat(husked)",2016,"April",296,1888,2897,2375,"2016-04","Latur","Maharashtra",TRUE
"27950","ausa","wheat(husked)",2016,"February",58,2093,2841,2578,"2016-02","Latur","Maharashtra",TRUE
"27951","latur","wheat(husked)",2016,"February",2247,1534,2913,2362,"2016-02","Latur","Maharashtra",TRUE
"27955","ausa","wheat(husked)",2016,"January",54,1591,2801,2501,"2016-01","Latur","Maharashtra",TRUE
"27956","latur","wheat(husked)",2016,"January",2155,1518,2872,2448,"2016-01","Latur","Maharashtra",TRUE
"27959","ausa","wheat(husked)",2016,"July",1,2200,3000,2500,"2016-07","Latur","Maharashtra",TRUE
"27963","ausa","wheat(husked)",2016,"June",16,1750,2897,2567,"2016-06","Latur","Maharashtra",TRUE
"27968","ausa","wheat(husked)",2016,"March",99,2078,3111,2754,"2016-03","Latur","Maharashtra",TRUE
"27970","latur-murud","wheat(husked)",2016,"March",69,2346,3373,2850,"2016-03","Latur","Maharashtra",TRUE
"27972","ausa","wheat(husked)",2016,"May",34,2188,2929,2584,"2016-05","Latur","Maharashtra",TRUE
"27980","ausa","wheat(husked)",2016,"September",16,2026,2726,2451,"2016-09","Latur","Maharashtra",TRUE
"28238","nandgaon","wheat(husked)",2016,"September",3,5600,6600,6600,"2016-09","Nasik","Maharashtra",TRUE
"28242","kalamb (os)","wheat(husked)",2016,"April",252,2920,4143,3765,"2016-04","Osmanabad","Maharashtra",TRUE
"28243","osmanabad","wheat(husked)",2016,"April",66,1945,4367,3227,"2016-04","Osmanabad","Maharashtra",TRUE
"28245","kalamb (os)","wheat(husked)",2016,"August",58,1958,2524,2327,"2016-08","Osmanabad","Maharashtra",TRUE
"28246","murum","wheat(husked)",2016,"August",5,2400,2400,2400,"2016-08","Osmanabad","Maharashtra",TRUE
"28249","kalamb (os)","wheat(husked)",2016,"February",164,2000,2660,2422,"2016-02","Osmanabad","Maharashtra",TRUE
"28250","murum","wheat(husked)",2016,"February",1,2811,2811,2811,"2016-02","Osmanabad","Maharashtra",TRUE
"28251","tuljapur","wheat(husked)",2016,"February",21,2541,2541,2541,"2016-02","Osmanabad","Maharashtra",TRUE
"28257","kalamb (os)","wheat(husked)",2016,"July",16,2142,2972,2379,"2016-07","Osmanabad","Maharashtra",TRUE
"28259","kalamb (os)","wheat(husked)",2016,"June",78,2080,2574,2409,"2016-06","Osmanabad","Maharashtra",TRUE
"28263","kalamb (os)","wheat(husked)",2016,"March",199,2684,3680,3238,"2016-03","Osmanabad","Maharashtra",TRUE
"28264","murum","wheat(husked)",2016,"March",5,2496,2496,2496,"2016-03","Osmanabad","Maharashtra",TRUE
"28265","osmanabad","wheat(husked)",2016,"March",41,2418,3040,2738,"2016-03","Osmanabad","Maharashtra",TRUE
"28266","tuljapur","wheat(husked)",2016,"March",1,3201,3201,3201,"2016-03","Osmanabad","Maharashtra",TRUE
"28268","kalamb (os)","wheat(husked)",2016,"May",170,2492,3615,3044,"2016-05","Osmanabad","Maharashtra",TRUE
"28271","kalamb (os)","wheat(husked)",2016,"October",110,2119,2744,2338,"2016-10","Osmanabad","Maharashtra",TRUE
"28333","sonpeth","wheat(husked)",2016,"September",7,5573,5573,5573,"2016-09","Parbhani","Maharashtra",TRUE
"28341","pune","wheat(husked)",2016,"April",7676,2299,2621,2520,"2016-04","Pune","Maharashtra",TRUE
"28349","pune","wheat(husked)",2016,"August",7235,2123,2525,2379,"2016-08","Pune","Maharashtra",TRUE
"28357","pune","wheat(husked)",2016,"February",10432,2009,2456,2333,"2016-02","Pune","Maharashtra",TRUE
"28374","pune","wheat(husked)",2016,"July",7275,2041,2529,2419,"2016-07","Pune","Maharashtra",TRUE
"28389","pune","wheat(husked)",2016,"March",10816,2039,2470,2347,"2016-03","Pune","Maharashtra",TRUE
"28411","pune","wheat(husked)",2016,"September",5482,2157,2437,2336,"2016-09","Pune","Maharashtra",TRUE
"28413","khalapur(shil-phata)","wheat(husked)",2016,"August",129,2250,3763,3013,"2016-08","Raigad","Maharashtra",TRUE
